title,description,artist,culture,country,teaserText,url,image,regularImage,largeImage,period,date,medium,general medium,accessionNumber,galleryInformation
The Dog on the Kennel,"James McNeill Whistler (American, Lowell, Massachusetts 1834-1903 London)",James McNeill Whistler,,unknown,"James McNeill Whistler (American, Lowell, Massachusetts 1834-1903 London) Date: 1858<br/>Accession Number: 17.3.11",/art/collection/search/372483?&searchField=Title&sortBy=Title&ft=dog&offset=200&rpp=100&amp;pos=278,https://images.metmuseum.org/CRDImages/dp/mobile-large/DP813169.jpg,dp/web-additional/DP813169.jpg,dp/web-large/DP813169.jpg,1858,19th century,"Etching, printed in black ink on coarse fibrous wove paper; second state of two (Glasgow)",Etching,17.3.11,Not on view
Dog pendant,,,,unknown,Date: ca. 3300-2900 BCE<br/>Accession Number: 1995.329,/art/collection/search/327508?&searchField=Title&sortBy=Title&ft=dog&offset=200&rpp=100&amp;pos=279,https://images.metmuseum.org/CRDImages/an/mobile-large/260391.jpg,an/web-additional/260391.jpg,an/web-large/260391.jpg,ca. 3300-2900 BCE,3000-2000 BCE,Gold,Gold,1.995.329,Not on view
"A Dog Receiving Medicine, from Figuren von Iag und Weidtwerck, Frankfurt","Jost Amman (Swiss, Zurich before 1539-1591 Nuremberg)",Jost Amman,,unknown,"Jost Amman (Swiss, Zurich before 1539-1591 Nuremberg) Date: 1582<br/>Accession Number: 64.635.467a",/art/collection/search/701445?&searchField=Title&sortBy=Title&ft=dog&offset=200&rpp=100&amp;pos=280,/content/img/placeholders/NoImageAvailableIcon.png,/content/img/placeholders/NoImageAvailableIcon.png,/content/img/placeholders/noimage534x534.png,1582,16th century,Woodcut,Woodcut,64.635.467a,Not on view
Dog Running to the Right,"Carl Wilhelm Kolbe (German, Berlin 1759-1835 Dresden)",Carl Wilhelm Kolbe,,unknown,"Carl Wilhelm Kolbe (German, Berlin 1759-1835 Dresden) Date: 19th century<br/>Accession Number: 49.21.69",/art/collection/search/368241?&searchField=Title&sortBy=Title&ft=dog&offset=200&rpp=100&amp;pos=281,/content/img/placeholders/NoImageAvailableIcon.png,/content/img/placeholders/NoImageAvailableIcon.png,/content/img/placeholders/noimage534x534.png,19th century,19th century,Etching; second state,Etching,49.21.69,Not on view
The Dog Shearer,"Louis Léopold Boilly (French, La Bassée 1761-1845 Paris)",Louis Léopold Boilly,,unknown,"Louis Léopold Boilly (French, La Bassée 1761-1845 Paris) Date: 1822<br/>Accession Number: 59.500.719",/art/collection/search/394894?&searchField=Title&sortBy=Title&ft=dog&offset=200&rpp=100&amp;pos=282,https://images.metmuseum.org/CRDImages/dp/mobile-large/DP874357.jpg,dp/web-additional/DP874357.jpg,dp/web-large/DP874357.jpg,1822,19th century,Lithograph,Lithograph,59.500.719,Not on view
Dog Show: the 127th Westminster Kennel Club Dog Show,"Stephen Shore (American, born 1947)",Stephen Shore,,unknown,"Stephen Shore (American, born 1947) Date: 2003<br/>Accession Number: 2014.349",/art/collection/search/658349?&searchField=Title&sortBy=Title&ft=dog&offset=200&rpp=100&amp;pos=283,/content/img/placeholders/NoImageAvailableIcon.png,/content/img/placeholders/NoImageAvailableIcon.png,/content/img/placeholders/noimage534x534.png,2003,21st century,Photobook created on an Apple Mac,Photobook created on an Apple Mac,2.014.349,Not on view
Dog Skeleton,"Leonard Baskin (American, New Brunswick, New Jersey 1922-2000 Northampton, Massachusetts)",Leonard Baskin,,unknown,"Leonard Baskin (American, New Brunswick, New Jersey 1922-2000 Northampton, Massachusetts) Date: 1956<br/>Accession Number: 2002.397.42",/art/collection/search/358535?&searchField=Title&sortBy=Title&ft=dog&offset=200&rpp=100&amp;pos=284,/content/img/placeholders/NoImageAvailableIcon.png,/content/img/placeholders/NoImageAvailableIcon.png,/content/img/placeholders/noimage534x534.png,1956,20th century,Wood engraving,Wood engraving,2002.397.42,Not on view
Dog Sled from Story of Transportation Educational Pictures (W608-6),,,,unknown,"Date: ca. 1950-55<br/>Accession Number: Burdick 537, W608.6.24",/art/collection/search/821933?&searchField=Title&sortBy=Title&ft=dog&offset=200&rpp=100&amp;pos=285,/content/img/placeholders/NoImageAvailableIcon.png,/content/img/placeholders/NoImageAvailableIcon.png,/content/img/placeholders/noimage534x534.png,ca. 1950-55,20th century,Commercial color photolithograph,Commercial color photolithograph,"Burdick 537, W608.6.24",Not on view
"Dog Snapper from Lowney""s Magic Pictures (V50)",Walter M. Lowney Company,Walter M. Lowney Company,,unknown,"Walter M. Lowney CompanyDate: ca. 1921-23<br/>Accession Number: Burdick 335, V50.57",/art/collection/search/843027?&searchField=Title&sortBy=Title&ft=dog&offset=200&rpp=100&amp;pos=286,/content/img/placeholders/NoImageAvailableIcon.png,/content/img/placeholders/NoImageAvailableIcon.png,/content/img/placeholders/noimage534x534.png,ca. 1921-23,20th century,Commercial photolithograph,Commercial photolithograph,"Burdick 335, V50.57",Not on view
"Dog Snapper from Lowney""s Magic Pictures (V50)",Walter M. Lowney Company,Walter M. Lowney Company,,unknown,"Walter M. Lowney CompanyDate: ca. 1921-23<br/>Accession Number: Burdick 335, V50.60",/art/collection/search/843031?&searchField=Title&sortBy=Title&ft=dog&offset=200&rpp=100&amp;pos=287,/content/img/placeholders/NoImageAvailableIcon.png,/content/img/placeholders/NoImageAvailableIcon.png,/content/img/placeholders/noimage534x534.png,ca. 1921-23,20th century,Commercial photolithograph,Commercial photolithograph,"Burdick 335, V50.60",Not on view
"Dog Toothed Violet or Adders Tongue from Cowan""s Canada Educational Pictures (Wild Flowers) (V20)","Cowan Company, Limited (Canadian, 1893-1926)","Cowan Company, Limited",,unknown,"Cowan Company, Limited (Canadian, 1893-1926) Date: ca. 1924<br/>Accession Number: Burdick 335, V20.17",/art/collection/search/841062?&searchField=Title&sortBy=Title&ft=dog&offset=200&rpp=100&amp;pos=288,/content/img/placeholders/NoImageAvailableIcon.png,/content/img/placeholders/NoImageAvailableIcon.png,/content/img/placeholders/noimage534x534.png,ca. 1924,20th century,Commercial color photolithograph,Commercial color photolithograph,"Burdick 335, V20.17",Not on view
"Dog Tracking, from Figuren Von Iag Vnd Weidtwerck, Frankfurt","Jost Amman (Swiss, Zurich before 1539-1591 Nuremberg)",Jost Amman,,unknown,"Jost Amman (Swiss, Zurich before 1539-1591 Nuremberg) Date: 1582<br/>Accession Number: 17.73.24",/art/collection/search/701432?&searchField=Title&sortBy=Title&ft=dog&offset=200&rpp=100&amp;pos=289,/content/img/placeholders/NoImageAvailableIcon.png,/content/img/placeholders/NoImageAvailableIcon.png,/content/img/placeholders/noimage534x534.png,1582,16th century,Woodcut,Woodcut,17.73.24,Not on view
"The Dog Which Carried Round His Neck His Master""s DInner, from Jean de La Fontaine""s ""Fables""","After Gustave Doré (French, Strasbourg 1832-1883 Paris)",Gustave Doré,,unknown,"After Gustave Doré (French, Strasbourg 1832-1883 Paris) Date: 1868<br/>Accession Number: 53.552.9",/art/collection/search/397041?&searchField=Title&sortBy=Title&ft=dog&offset=200&rpp=100&amp;pos=290,/content/img/placeholders/NoImageAvailableIcon.png,/content/img/placeholders/NoImageAvailableIcon.png,/content/img/placeholders/noimage534x534.png,1868,19th century,Wood engraving; proof,Wood engraving,53.552.9,Not on view
Dog with Gamebird in its mouth,"After Sir Edwin Henry Landseer (British, London 1802-1873 London)",Sir Edwin Henry Landseer,,unknown,"After Sir Edwin Henry Landseer (British, London 1802-1873 London) Date: 1872 (?)<br/>Accession Number: 59.600.256",/art/collection/search/654108?&searchField=Title&sortBy=Title&ft=dog&offset=200&rpp=100&amp;pos=291,/content/img/placeholders/NoImageAvailableIcon.png,/content/img/placeholders/NoImageAvailableIcon.png,/content/img/placeholders/noimage534x534.png,1872 (?),19th century,Mixed media engraving,Mixed media engraving,59.600.256,Not on view
"The dog with the long tail (Le Chien Ã grand"" queue)","Brigitte Coudrain (French, born Paris, 1934)",Brigitte Coudrain,,unknown,"Brigitte Coudrain (French, born Paris, 1934) Date: 1964<br/>Accession Number: 67.741(7)",/art/collection/search/819663?&searchField=Title&sortBy=Title&ft=dog&offset=200&rpp=100&amp;pos=292,/content/img/placeholders/NoImageAvailableIcon.png,/content/img/placeholders/NoImageAvailableIcon.png,/content/img/placeholders/noimage534x534.png,1964,20th century,Etching,Etching,67.741(7),Not on view
Door knocker in the shape of a small dog,,,Spanish,Spain,Date: 15th or 16th century<br/>Accession Number: 2016.436,/art/collection/search/712742?&searchField=Title&sortBy=Title&ft=dog&offset=200&rpp=100&amp;pos=293,https://images.metmuseum.org/CRDImages/cl/mobile-large/DP-14548-002.jpg,cl/web-additional/DP-14548-002.jpg,cl/web-large/DP-14548-002.jpg,15th or 16th century,15th century,Wrought iron,Wrought iron,2.016.436,Not on view
Door knocker in the shape of a small dog or puppy,,,Spanish,Spain,Date: 15th or 16th century<br/>Accession Number: 2016.435,/art/collection/search/712741?&searchField=Title&sortBy=Title&ft=dog&offset=200&rpp=100&amp;pos=294,https://images.metmuseum.org/CRDImages/cl/mobile-large/DP-14547-002.jpg,cl/web-additional/DP-14547-002.jpg,cl/web-large/DP-14547-002.jpg,15th or 16th century,15th century,Wrought iron,Wrought iron,2.016.435,Not on view
"Double Vessel, Dog",,,Chimú,Peru,Date: 14th-15th century<br/>Accession Number: 1978.412.166,/art/collection/search/310615?&searchField=Title&sortBy=Title&ft=dog&offset=200&rpp=100&amp;pos=295,https://images.metmuseum.org/CRDImages/ao/mobile-large/DP215704.jpg,ao/web-additional/DP215704.jpg,ao/web-large/DP215704.jpg,14th-15th century,15th century,"Silver, gold",Silver,1.978.412.166,Not on view
Dutch Dog Cart from Story of Transportation Educational Pictures (W608-6),,,,unknown,Date: ca. 1950-55<br/>Accession Number: 63.350.536.608.6.8,/art/collection/search/814707?&searchField=Title&sortBy=Title&ft=dog&offset=200&rpp=100&amp;pos=296,https://images.metmuseum.org/CRDImages/dp/mobile-large/DPB882474.jpg,dp/web-additional/DPB882474.jpg,dp/web-large/DPB882474.jpg,ca. 1950-55,20th century,Commercial color photolithograph,Commercial color photolithograph,63.350.536.608.6.8,Not on view
Dutch Woman Holding a Dog,Unidentified artist,Unidentified artist,Japan,Japan,Unidentified artistDate: first half of the 19th century<br/>Accession Number: JP3304,/art/collection/search/55405?&searchField=Title&sortBy=Title&ft=dog&offset=200&rpp=100&amp;pos=297,https://images.metmuseum.org/CRDImages/as/mobile-large/DP143109.jpg,as/web-additional/DP143109.jpg,as/web-large/DP143109.jpg,first half of the 19th century,19th century,Woodblock print; ink and color on paper,Woodblock print,JP3304,Not on view
Earth Dog,"Michal Rovner (Israeli, born 1957)",Michal Rovner,,unknown,"Michal Rovner (Israeli, born 1957) Date: 1987<br/>Accession Number: 1992.5156",/art/collection/search/266857?&searchField=Title&sortBy=Title&ft=dog&offset=200&rpp=100&amp;pos=298,/content/img/placeholders/NoImageAvailableIcon.png,/content/img/placeholders/NoImageAvailableIcon.png,/content/img/placeholders/noimage534x534.png,1987,20th century,Chromogenic print,Chromogenic print,19.925.156,Not on view
The Education of a Dog,"After Jean Honoré Fragonard (French, Grasse 1732-1806 Paris)",Jean Honoré Fragonard,,unknown,"After Jean Honoré Fragonard (French, Grasse 1732-1806 Paris) Date: n.d.<br/>Accession Number: 1976.155.1",/art/collection/search/346335?&searchField=Title&sortBy=Title&ft=dog&offset=200&rpp=100&amp;pos=299,https://images.metmuseum.org/CRDImages/dp/mobile-large/DP806402.jpg,dp/web-additional/DP806402.jpg,dp/web-large/DP806402.jpg,n.d.,unknown,"Black chalk, brush and brown wash",Black chalk,1976.155.1,Not on view
English Bulldog from Our Friend - the Dog Educational Pictures (W608-4),,,,unknown,Date: ca. 1950-55<br/>Accession Number: 63.350.536.608.4.18,/art/collection/search/814554?&searchField=Title&sortBy=Title&ft=dog&offset=200&rpp=100&amp;pos=300,https://images.metmuseum.org/CRDImages/dp/mobile-large/DPB882436.jpg,dp/web-additional/DPB882436.jpg,dp/web-large/DPB882436.jpg,ca. 1950-55,20th century,Commercial color photolithograph,Commercial color photolithograph,63.350.536.608.4.18,Not on view
"An English hunter resting, his dog by his side","TomÃ¡s de la PeÃ±a (Mexican, fl. 1860s)",TomÃ¡s de la PeÃ±a,,unknown,"TomÃ¡s de la PeÃ±a (Mexican, fl. 1860s) Date: 1862 (reprinted 1938)<br/>Accession Number: 46.46.452(20)",/art/collection/search/748416?&searchField=Title&sortBy=Title&ft=dog&offset=300&rpp=100&amp;pos=301,/content/img/placeholders/NoImageAvailableIcon.png,/content/img/placeholders/NoImageAvailableIcon.png,/content/img/placeholders/noimage534x534.png,1862 (reprinted 1938),19th century,Engraving,Engraving,46.46.452(20),Not on view
"English Setter from Cowan""s Dog Pictures (V13)","Cowan Company, Limited (Canadian, 1893-1926)","Cowan Company, Limited",,unknown,"Cowan Company, Limited (Canadian, 1893-1926) Date: ca. 1929<br/>Accession Number: Burdick 335, V13.19",/art/collection/search/840159?&searchField=Title&sortBy=Title&ft=dog&offset=300&rpp=100&amp;pos=302,/content/img/placeholders/NoImageAvailableIcon.png,/content/img/placeholders/NoImageAvailableIcon.png,/content/img/placeholders/noimage534x534.png,ca. 1929,20th century,Commercial color photolithograph,Commercial color photolithograph,"Burdick 335, V13.19",Not on view
English Setter from Our Friend - the Dog Educational Pictures (W608-4),,,,unknown,Date: ca. 1950-55<br/>Accession Number: 63.350.536.608.4.11,/art/collection/search/814547?&searchField=Title&sortBy=Title&ft=dog&offset=300&rpp=100&amp;pos=303,https://images.metmuseum.org/CRDImages/dp/mobile-large/DPB882429.jpg,dp/web-additional/DPB882429.jpg,dp/web-large/DPB882429.jpg,ca. 1950-55,20th century,Commercial color photolithograph,Commercial color photolithograph,63.350.536.608.4.11,Not on view
Esquimaux Dog (from a book by Francis Butler (1810-1874)),"Endicott &amp; Co. (New York, NY)",Endicott & Co.,,unknown,"Endicott &amp; Co. (New York, NY) Date: ca. 1860<br/>Accession Number: 1978.595.42(4)",/art/collection/search/660491?&searchField=Title&sortBy=Title&ft=dog&offset=300&rpp=100&amp;pos=304,/content/img/placeholders/NoImageAvailableIcon.png,/content/img/placeholders/NoImageAvailableIcon.png,/content/img/placeholders/noimage534x534.png,ca. 1860,19th century,Hand-colored lithograph,Hand-colored lithograph,1978.595.42(4),Not on view
Ewer in the Shape of a Sitting Dog,"Italian , Milan, second half of the 16th century and",Italian,"Italian, Milan and German (Aachen) or French (Paris)",Italy,"Italian , Milan, second half of the 16th century andDate: second half 16th century and second half 19th century<br/>Accession Number: 1975.1.1497",/art/collection/search/461117?&searchField=Title&sortBy=Title&ft=dog&offset=300&rpp=100&amp;pos=305,https://images.metmuseum.org/CRDImages/rl/mobile-large/DT3585.jpg,rl/web-additional/DT3585.jpg,rl/web-large/DT3585.jpg,second half 16th century and second half 19th century, 16th century,"Rock crystal, cut on the wheel, enameled gold, rubies, and reverse-painted and gilded glass (verre églomisé).",Rock crystal,1975.1.1497,On view at The Met Fifth Avenue in <a href='https://maps.metmuseum.org/?feature=LTczLjk2NDE2NjY2LDQwLjc3OTk2Nzg1QGxtQDc2NjA4NjE3NzcyMA==' target='_blank'>Gallery 951</a>
"Facsimile of a painting in the tomb of Nebamun: dog seated beneath Its owner""s chair",Charles K. Wilkinson,Charles K. Wilkinson,,unknown,Charles K. WilkinsonDate: ca. 1479-1458 B.C.<br/>Accession Number: 30.4.100,/art/collection/search/544570?&searchField=Title&sortBy=Title&ft=dog&offset=300&rpp=100&amp;pos=306,https://images.metmuseum.org/CRDImages/eg/mobile-large/30.4.100_EGDP013020.jpg,eg/web-additional/30.4.100_EGDP013020.jpg,eg/web-large/30.4.100_EGDP013020.jpg,ca. 1479-1458 B.C.,15th century,Tempera on Paper,Tempera on Paper,30.4.100,Not on view
"A faun standing in a niche holding aloft a bunch of grapes in his left hand and holding a bundle of fruit in his right hand, a dog lower left","Anonymous, Italian, 16th to early 17th century","Anonymous, Italian, 16th to early 17th century",,,"Anonymous, Italian, 16th to early 17th centuryDate: ca. 1515-1600<br/>Accession Number: 55.565",/art/collection/search/342492?&searchField=Title&sortBy=Title&ft=dog&offset=300&rpp=100&amp;pos=307,https://images.metmuseum.org/CRDImages/dp/mobile-large/DP818700.jpg,dp/web-additional/DP818700.jpg,dp/web-large/DP818700.jpg,ca. 1515-1600,16th century,Engraving,Engraving,55.565,Not on view
"A faun standing in a niche holding aloft a bunch of grapes with his right hand and fruit with his left hand, a dog lower right","Marco Dente (Italian, Ravenna, active by 1515-died 1527 Rome)",Marco Dente,,unknown,"Marco Dente (Italian, Ravenna, active by 1515-died 1527 Rome) Date: ca. 1515-27<br/>Accession Number: 26.50.1(75)",/art/collection/search/342491?&searchField=Title&sortBy=Title&ft=dog&offset=300&rpp=100&amp;pos=308,https://images.metmuseum.org/CRDImages/dp/mobile-large/DP818701.jpg,dp/web-additional/DP818701.jpg,dp/web-large/DP818701.jpg,ca. 1515-27,16th century,Engraving,Engraving,26.50.1(75),Not on view
"A faun standing in a niche holding aloft a bunch of grapes with his right hand and fruit with his left hand, a dog lower right","Marco Dente (Italian, Ravenna, active by 1515-died 1527 Rome)",Marco Dente,,unknown,"Marco Dente (Italian, Ravenna, active by 1515-died 1527 Rome) Date: ca. 1515-27<br/>Accession Number: 17.50.16-65",/art/collection/search/398988?&searchField=Title&sortBy=Title&ft=dog&offset=300&rpp=100&amp;pos=309,https://images.metmuseum.org/CRDImages/dp/mobile-large/DP818716.jpg,dp/web-additional/DP818716.jpg,dp/web-large/DP818716.jpg,ca. 1515-27,16th century,Engraving,Engraving,17.50.16-65,Not on view
